	chr	start	stop	num_variants
0	chr6	73924	1452362	8556.0
1	chr6	1452362	2458936	5545.0
2	chr6	2458936	3573593	7409.0
3	chr6	3573593	4617817	6544.0
4	chr6	4617817	5791472	7171.0
5	chr6	5791472	6785207	6718.0
6	chr6	6785207	7808936	6805.0
7	chr6	7808936	9020026	7106.0
8	chr6	9020026	10540317	9079.0
9	chr6	10540317	11790816	7532.0
10	chr6	11790816	13209388	7576.0
11	chr6	13209388	14802924	8362.0
12	chr6	14802924	17386405	14550.0
13	chr6	17386405	19207487	10838.0
14	chr6	19207487	21684065	14004.0
15	chr6	21684065	22748307	6629.0
16	chr6	22748307	23936619	8076.0
17	chr6	23936619	24852275	6637.0
18	chr6	24852275	25684587	5861.0
19	chr6	25684587	26791233	6840.0
20	chr6	26791233	28017819	6845.0
21	chr6	28017819	28917608	5463.0
22	chr6	28917608	29737971	6596.0
23	chr6	29737971	30798168	15237.0
24	chr6	30798168	31571218	15366.0
25	chr6	31571218	32682664	22736.0
26	chr6	32682664	33236497	8147.0
27	chr6	33236497	35455756	14402.0
28	chr6	35455756	37572596	12402.0
29	chr6	37572596	39295677	10159.0
30	chr6	39295677	40345115	6127.0
31	chr6	40345115	42038721	9829.0
32	chr6	42038721	43756169	8574.0
33	chr6	43756169	45406563	9228.0
34	chr6	45406563	47311898	9612.0
35	chr6	47311898	48391125	5625.0
36	chr6	48391125	50386145	10355.0
37	chr6	50386145	52210476	9794.0
38	chr6	52210476	53279102	6020.0
39	chr6	53279102	55468270	13329.0
40	chr6	55468270	56105313	3728.0
41	chr6	56105313	57599465	7395.0
42	chr6	57599465	61880512	7166.0
43	chr6	61880512	63552888	10412.0
44	chr6	63552888	65765742	12336.0
45	chr6	65765742	67329215	10784.0
46	chr6	67329215	68849483	10491.0
47	chr6	68849483	69523448	4312.0
48	chr6	69523448	71609510	11563.0
49	chr6	71609510	73450097	10564.0
50	chr6	73450097	75462003	12029.0
51	chr6	75462003	77414881	9717.0
52	chr6	77414881	78957728	9156.0
53	chr6	78957728	80691170	9330.0
54	chr6	80691170	81929222	8429.0
55	chr6	81929222	83127149	6107.0
56	chr6	83127149	85209989	9542.0
57	chr6	85209989	87069500	10427.0
58	chr6	87069500	88822140	9786.0
59	chr6	88822140	89973052	6336.0
60	chr6	89973052	91843196	9255.0
61	chr6	91843196	93428644	8581.0
62	chr6	93428644	94118142	4277.0
63	chr6	94118142	94441175	1409.0
64	chr6	94441175	97093511	13572.0
65	chr6	97093511	97842284	3831.0
66	chr6	97842284	100630146	12743.0
67	chr6	100630146	102636772	10389.0
68	chr6	102636772	103983395	7825.0
69	chr6	103983395	106056733	10939.0
70	chr6	106056733	107450306	7992.0
71	chr6	107450306	108464380	5174.0
72	chr6	108464380	110304247	8706.0
73	chr6	110304247	112345014	10122.0
74	chr6	112345014	114220833	8643.0
75	chr6	114220833	116131396	10165.0
76	chr6	116131396	117672972	7877.0
77	chr6	117672972	118963115	6325.0
78	chr6	118963115	119963278	5669.0
79	chr6	119963278	120512128	3261.0
80	chr6	120512128	121905676	8436.0
81	chr6	121905676	123856181	9834.0
82	chr6	123856181	125424383	8194.0
83	chr6	125424383	127540461	7926.0
84	chr6	127540461	129861031	10503.0
85	chr6	129861031	130935454	6581.0
86	chr6	130935454	132765669	9594.0
87	chr6	132765669	134244243	7985.0
88	chr6	134244243	136224177	9919.0
89	chr6	136224177	137614218	6018.0
90	chr6	137614218	138822629	6941.0
91	chr6	138822629	139845436	5788.0
92	chr6	139845436	142288479	10463.0
93	chr6	142288479	145319810	14653.0
94	chr6	145319810	146665424	6126.0
95	chr6	146665424	148920352	11899.0
96	chr6	148920352	150253404	6932.0
97	chr6	150253404	151912703	11045.0
98	chr6	151912703	153094496	6737.0
99	chr6	153094496	154974120	11385.0
100	chr6	154974120	156763326	9912.0
101	chr6	156763326	158218719	7057.0
102	chr6	158218719	160580497	13907.0
103	chr6	160580497	162169564	9862.0
104	chr6	162169564	162931203	4982.0
105	chr6	162931203	164383521	8401.0
106	chr6	164383521	165586864	7663.0
107	chr6	165586864	167024733	8932.0
108	chr6	167024733	168042835	6994.0
109	chr6	168042835	169382050	10107.0
110	chr6	169382050	170330173	5637.0
111	chr6	170330173	171051270	4236.0
