	chr	start	stop	num_variants
0	chr4	10240	694715	3967.0
1	chr4	694715	1478711	5148.0
2	chr4	1478711	2842979	7885.0
3	chr4	2842979	3846040	6851.0
4	chr4	3846040	4684116	7373.0
5	chr4	4684116	5502388	6179.0
6	chr4	5502388	6773043	9350.0
7	chr4	6773043	7539692	6036.0
8	chr4	7539692	8152235	5140.0
9	chr4	8152235	9326479	9032.0
10	chr4	9326479	10699152	11639.0
11	chr4	10699152	12323034	11239.0
12	chr4	12323034	14272001	12116.0
13	chr4	14272001	15147446	5586.0
14	chr4	15147446	15927009	3895.0
15	chr4	15927009	17383322	8225.0
16	chr4	17383322	18841874	8138.0
17	chr4	18841874	20544557	9567.0
18	chr4	20544557	22319347	10774.0
19	chr4	22319347	24135529	9895.0
20	chr4	24135529	25609322	8361.0
21	chr4	25609322	27343722	8473.0
22	chr4	27343722	27965868	3986.0
23	chr4	27965868	29762208	10817.0
24	chr4	29762208	30454535	4806.0
25	chr4	30454535	31782981	8115.0
26	chr4	31782981	33172766	9659.0
27	chr4	33172766	35151415	10076.0
28	chr4	35151415	36020436	5970.0
29	chr4	36020436	37255047	7353.0
30	chr4	37255047	38907022	10242.0
31	chr4	38907022	40202609	6791.0
32	chr4	40202609	42213058	11280.0
33	chr4	42213058	43965045	10258.0
34	chr4	43965045	45189157	7207.0
35	chr4	45189157	47411896	10322.0
36	chr4	47411896	48123600	3302.0
37	chr4	48123600	53877433	12609.0
38	chr4	53877433	55429556	7832.0
39	chr4	55429556	56547644	6490.0
40	chr4	56547644	58935008	14380.0
41	chr4	58935008	60741087	11449.0
42	chr4	60741087	62371763	10388.0
43	chr4	62371763	64341001	11484.0
44	chr4	64341001	66600492	13334.0
45	chr4	66600492	68059497	7624.0
46	chr4	68059497	68854765	4145.0
47	chr4	68854765	71049152	14562.0
48	chr4	71049152	72140558	5913.0
49	chr4	72140558	74592390	11758.0
50	chr4	74592390	77130707	13022.0
51	chr4	77130707	79093979	10332.0
52	chr4	79093979	80990297	9151.0
53	chr4	80990297	82125315	5992.0
54	chr4	82125315	83372593	6682.0
55	chr4	83372593	84799656	7779.0
56	chr4	84799656	86930609	10271.0
57	chr4	86930609	87534648	2908.0
58	chr4	87534648	89238028	9164.0
59	chr4	89238028	90231564	4928.0
60	chr4	90231564	91560677	7285.0
61	chr4	91560677	94233299	13786.0
62	chr4	94233299	96182188	10483.0
63	chr4	96182188	97540703	7944.0
64	chr4	97540703	99424067	10260.0
65	chr4	99424067	100678360	7103.0
66	chr4	100678360	103221356	13428.0
67	chr4	103221356	105305294	10182.0
68	chr4	105305294	107501305	10817.0
69	chr4	107501305	108815348	6182.0
70	chr4	108815348	111256567	12967.0
71	chr4	111256567	113870102	12208.0
72	chr4	113870102	115666246	9964.0
73	chr4	115666246	117276929	9651.0
74	chr4	117276929	118479918	7280.0
75	chr4	118479918	119933512	7470.0
76	chr4	119933512	120392684	3130.0
77	chr4	120392684	122657987	13515.0
78	chr4	122657987	124286481	7959.0
79	chr4	124286481	125210862	4760.0
80	chr4	125210862	126480886	7354.0
81	chr4	126480886	127275477	4626.0
82	chr4	127275477	127830293	3477.0
83	chr4	127830293	128996665	4824.0
84	chr4	128996665	130591885	8085.0
85	chr4	130591885	131283821	4398.0
86	chr4	131283821	132954033	9442.0
87	chr4	132954033	134628434	10165.0
88	chr4	134628434	136566407	9933.0
89	chr4	136566407	138541971	11022.0
90	chr4	138541971	139556511	5688.0
91	chr4	139556511	141084631	7443.0
92	chr4	141084631	143443265	11166.0
93	chr4	143443265	146178187	12629.0
94	chr4	146178187	148521873	10912.0
95	chr4	148521873	150683580	9563.0
96	chr4	150683580	152782184	9320.0
97	chr4	152782184	154477641	8947.0
98	chr4	154477641	155056126	3251.0
99	chr4	155056126	157485097	13541.0
100	chr4	157485097	158743718	6723.0
101	chr4	158743718	161058864	11394.0
102	chr4	161058864	161826435	5178.0
103	chr4	161826435	163243679	9611.0
104	chr4	163243679	164478234	6972.0
105	chr4	164478234	165823448	8679.0
106	chr4	165823448	167018858	7475.0
107	chr4	167018858	167852917	5205.0
108	chr4	167852917	169676825	10846.0
109	chr4	169676825	170776510	5350.0
110	chr4	170776510	172558635	10963.0
111	chr4	172558635	174264132	8348.0
112	chr4	174264132	176570716	13435.0
113	chr4	176570716	178991910	14665.0
114	chr4	178991910	180122043	7327.0
115	chr4	180122043	182066807	13552.0
116	chr4	182066807	183371275	9058.0
117	chr4	183371275	184929455	10402.0
118	chr4	184929455	186909090	13127.0
119	chr4	186909090	188472981	10493.0
120	chr4	188472981	189693511	9975.0
121	chr4	189693511	191043594	9738.0
