	chr	start	stop	num_variants
0	chr2	10133	1781022	12324.0
1	chr2	1781022	3973779	14104.0
2	chr2	3973779	5708337	10268.0
3	chr2	5708337	6836254	6837.0
4	chr2	6836254	8422147	8093.0
5	chr2	8422147	10298469	10284.0
6	chr2	10298469	12419150	13683.0
7	chr2	12419150	14335308	11247.0
8	chr2	14335308	16329735	11105.0
9	chr2	16329735	18647423	12996.0
10	chr2	18647423	19692404	5262.0
11	chr2	19692404	21050490	7732.0
12	chr2	21050490	23341383	11275.0
13	chr2	23341383	24686918	7084.0
14	chr2	24686918	26894985	10263.0
15	chr2	26894985	28598777	6860.0
16	chr2	28598777	29217559	3373.0
17	chr2	29217559	30463711	7042.0
18	chr2	30463711	31550450	6927.0
19	chr2	31550450	33363777	9745.0
20	chr2	33363777	35345028	14851.0
21	chr2	35345028	36122006	5537.0
22	chr2	36122006	38132712	13293.0
23	chr2	38132712	39031337	5798.0
24	chr2	39031337	40281483	6157.0
25	chr2	40281483	43309590	18182.0
26	chr2	43309590	44313803	5924.0
27	chr2	44313803	46482634	12921.0
28	chr2	46482634	47318772	5202.0
29	chr2	47318772	48213001	5394.0
30	chr2	48213001	50022257	10539.0
31	chr2	50022257	50818928	4575.0
32	chr2	50818928	52491133	9365.0
33	chr2	52491133	53508452	6721.0
34	chr2	53508452	54685226	7088.0
35	chr2	54685226	56203345	9302.0
36	chr2	56203345	57429100	7896.0
37	chr2	57429100	58297315	4904.0
38	chr2	58297315	60292000	9245.0
39	chr2	60292000	62429044	9510.0
40	chr2	62429044	64625913	9715.0
41	chr2	64625913	65933444	6813.0
42	chr2	65933444	67226166	6907.0
43	chr2	67226166	68010176	4891.0
44	chr2	68010176	69139564	6126.0
45	chr2	69139564	70755198	7676.0
46	chr2	70755198	73174848	12005.0
47	chr2	73174848	75630086	11040.0
48	chr2	75630086	76913661	7599.0
49	chr2	76913661	78079264	8172.0
50	chr2	78079264	80050403	11705.0
51	chr2	80050403	81620841	7733.0
52	chr2	81620841	85140680	18051.0
53	chr2	85140680	88038507	12513.0
54	chr2	88038507	89154526	4681.0
55	chr2	89154526	95326452	7350.0
56	chr2	95326452	98995201	12043.0
57	chr2	98995201	101822329	14047.0
58	chr2	101822329	102688765	4290.0
59	chr2	102688765	103588215	4506.0
60	chr2	103588215	105125034	7166.0
61	chr2	105125034	106210058	6097.0
62	chr2	106210058	107408267	7663.0
63	chr2	107408267	108429177	5397.0
64	chr2	108429177	110572432	10544.0
65	chr2	110572432	113921856	12114.0
66	chr2	113921856	116772470	13448.0
67	chr2	116772470	118367466	9285.0
68	chr2	118367466	121303783	15034.0
69	chr2	121303783	123302906	10091.0
70	chr2	123302906	124732250	8685.0
71	chr2	124732250	125840921	5534.0
72	chr2	125840921	127373764	8002.0
73	chr2	127373764	128034347	4144.0
74	chr2	128034347	129474441	7952.0
75	chr2	129474441	130067170	3146.0
76	chr2	130067170	130658085	3147.0
77	chr2	130658085	133042784	12289.0
78	chr2	133042784	135158578	11149.0
79	chr2	135158578	137042794	7223.0
80	chr2	137042794	138698117	9794.0
81	chr2	138698117	140100271	6516.0
82	chr2	140100271	141805351	10311.0
83	chr2	141805351	142518602	4920.0
84	chr2	142518602	144519484	9981.0
85	chr2	144519484	146445570	7164.0
86	chr2	146445570	147277162	3605.0
87	chr2	147277162	150210292	11716.0
88	chr2	150210292	151731462	7282.0
89	chr2	151731462	152486782	4089.0
90	chr2	152486782	154005056	7538.0
91	chr2	154005056	155391135	7230.0
92	chr2	155391135	157560635	10234.0
93	chr2	157560635	158533218	3901.0
94	chr2	158533218	159577082	5837.0
95	chr2	159577082	161769733	12082.0
96	chr2	161769733	163503551	6703.0
97	chr2	163503551	164466638	4911.0
98	chr2	164466638	165178840	2893.0
99	chr2	165178840	167160270	9066.0
100	chr2	167160270	167355970	978.0
101	chr2	167355970	169968236	14275.0
102	chr2	169968236	171226245	7707.0
103	chr2	171226245	173138905	10332.0
104	chr2	173138905	175588929	13190.0
105	chr2	175588929	177363636	8531.0
106	chr2	177363636	178553183	6465.0
107	chr2	178553183	181312739	14890.0
108	chr2	181312739	182266031	5225.0
109	chr2	182266031	184357608	11231.0
110	chr2	184357608	185280173	5451.0
111	chr2	185280173	189882065	21204.0
112	chr2	189882065	191973357	9255.0
113	chr2	191973357	195861164	16735.0
114	chr2	195861164	196447456	3673.0
115	chr2	196447456	198078110	7712.0
116	chr2	198078110	199311125	4639.0
117	chr2	199311125	201576284	8759.0
118	chr2	201576284	202818637	5201.0
119	chr2	202818637	205799241	12420.0
120	chr2	205799241	206735704	4818.0
121	chr2	206735704	208645399	9614.0
122	chr2	208645399	209941529	6488.0
123	chr2	209941529	212379518	12256.0
124	chr2	212379518	214014282	9672.0
125	chr2	214014282	215573795	8325.0
126	chr2	215573795	217715661	11303.0
127	chr2	217715661	218395480	3846.0
128	chr2	218395480	220454551	9053.0
129	chr2	220454551	222521176	11435.0
130	chr2	222521176	224859419	12299.0
131	chr2	224859419	225840004	5200.0
132	chr2	225840004	228119842	11772.0
133	chr2	228119842	229370787	8066.0
134	chr2	229370787	231843389	13576.0
135	chr2	231843389	233550003	9772.0
136	chr2	233550003	235150987	9402.0
137	chr2	235150987	236043550	6389.0
138	chr2	236043550	237449032	8133.0
139	chr2	237449032	238760981	9209.0
140	chr2	238760981	239952643	7526.0
141	chr2	239952643	241560084	11379.0
142	chr2	241560084	242149921	3845.0
143	chr2	242149921	243188920	6422.0
