	chr	start	stop	num_variants
0	chr7	16161	972752	8429.0
1	chr7	972752	1353067	3615.0
2	chr7	1353067	2062398	5155.0
3	chr7	2062398	2772227	5311.0
4	chr7	2772227	4573428	14686.0
5	chr7	4573428	5416232	6724.0
6	chr7	5416232	5854526	3298.0
7	chr7	5854526	6573857	4847.0
8	chr7	6573857	7808752	9854.0
9	chr7	7808752	9123423	10012.0
10	chr7	9123423	9987499	6595.0
11	chr7	9987499	11299198	8930.0
12	chr7	11299198	12635461	10514.0
13	chr7	12635461	13884202	9647.0
14	chr7	13884202	15143657	8497.0
15	chr7	15143657	16902069	11155.0
16	chr7	16902069	19481547	14530.0
17	chr7	19481547	20124908	5359.0
18	chr7	20124908	22507629	15079.0
19	chr7	22507629	23471442	5165.0
20	chr7	23471442	25077259	9188.0
21	chr7	25077259	25909555	5003.0
22	chr7	25909555	28360309	12363.0
23	chr7	28360309	31137289	15014.0
24	chr7	31137289	33555768	14508.0
25	chr7	33555768	36213538	14754.0
26	chr7	36213538	37555184	7450.0
27	chr7	37555184	38966703	8743.0
28	chr7	38966703	39862670	4438.0
29	chr7	39862670	42001811	10197.0
30	chr7	42001811	43159074	6495.0
31	chr7	43159074	44763828	7752.0
32	chr7	44763828	45952922	6645.0
33	chr7	45952922	46986720	6312.0
34	chr7	46986720	49212278	13296.0
35	chr7	49212278	51675322	13045.0
36	chr7	51675322	53176312	11286.0
37	chr7	53176312	54222976	7491.0
38	chr7	54222976	55691584	9515.0
39	chr7	55691584	57382638	10358.0
40	chr7	57382638	63307359	14300.0
41	chr7	63307359	63641125	1988.0
42	chr7	63641125	65689809	11660.0
43	chr7	65689809	68234074	17675.0
44	chr7	68234074	69085364	5031.0
45	chr7	69085364	71874885	14395.0
46	chr7	71874885	73334602	5528.0
47	chr7	73334602	76458564	12219.0
48	chr7	76458564	78093859	8989.0
49	chr7	78093859	79888069	9482.0
50	chr7	79888069	82022686	11034.0
51	chr7	82022686	83801203	9662.0
52	chr7	83801203	85572182	9006.0
53	chr7	85572182	87825004	10061.0
54	chr7	87825004	90661784	15215.0
55	chr7	90661784	92493752	6805.0
56	chr7	92493752	93966601	6757.0
57	chr7	93966601	96073508	9376.0
58	chr7	96073508	97099570	4852.0
59	chr7	97099570	98715474	9519.0
60	chr7	98715474	100196651	5877.0
61	chr7	100196651	101199253	6277.0
62	chr7	101199253	103197510	8656.0
63	chr7	103197510	104159525	5978.0
64	chr7	104159525	105682905	7755.0
65	chr7	105682905	107780178	10701.0
66	chr7	107780178	109647594	9957.0
67	chr7	109647594	112618684	13816.0
68	chr7	112618684	113712387	5450.0
69	chr7	113712387	116780178	13403.0
70	chr7	116780178	118351581	6878.0
71	chr7	118351581	121045273	11846.0
72	chr7	121045273	121933630	4560.0
73	chr7	121933630	124156805	11253.0
74	chr7	124156805	124167552	64.0
75	chr7	124167552	126519170	13472.0
76	chr7	126519170	126869221	1551.0
77	chr7	126869221	128778386	9439.0
78	chr7	128778386	130422414	7696.0
79	chr7	130422414	132805848	12282.0
80	chr7	132805848	134307596	6974.0
81	chr7	134307596	135591083	6862.0
82	chr7	135591083	136876562	7167.0
83	chr7	136876562	138744679	10156.0
84	chr7	138744679	139933177	5730.0
85	chr7	139933177	140235210	1944.0
86	chr7	140235210	141226557	4186.0
87	chr7	141226557	142656310	7010.0
88	chr7	142656310	144968289	9142.0
89	chr7	144968289	146427960	8706.0
90	chr7	146427960	147815318	8852.0
91	chr7	147815318	149840658	11928.0
92	chr7	149840658	150711505	5275.0
93	chr7	150711505	152249806	7984.0
94	chr7	152249806	153674019	10072.0
95	chr7	153674019	154964730	8392.0
96	chr7	154964730	156065250	8221.0
97	chr7	156065250	157634597	11017.0
98	chr7	157634597	159128575	10869.0
