	chr	start	stop	num_variants
0	chr22	16050408	17674295	6767.0
1	chr22	17674295	18296088	4506.0
2	chr22	18296088	19912358	9659.0
3	chr22	19912358	22357325	10462.0
4	chr22	22357325	23712647	10284.0
5	chr22	23712647	24984204	8058.0
6	chr22	24984204	26791628	11479.0
7	chr22	26791628	27834752	6959.0
8	chr22	27834752	29651799	8489.0
9	chr22	29651799	31439918	8627.0
10	chr22	31439918	32664986	6719.0
11	chr22	32664986	34494914	11809.0
12	chr22	34494914	35530985	6970.0
13	chr22	35530985	37570269	12464.0
14	chr22	37570269	39307894	8819.0
15	chr22	39307894	40545797	5815.0
16	chr22	40545797	42690818	9834.0
17	chr22	42690818	43714200	6710.0
18	chr22	43714200	44995308	8423.0
19	chr22	44995308	46470495	10243.0
20	chr22	46470495	47596318	7704.0
21	chr22	47596318	48903703	9252.0
22	chr22	48903703	49824534	9326.0
23	chr22	49824534	51243298	9752.0
