	chr	start	stop	num_variants
0	chr21	9411243	15950982	14940.0
1	chr21	15950982	18053165	11127.0
2	chr21	18053165	19480375	8909.0
3	chr21	19480375	20962339	9989.0
4	chr21	20962339	22072764	7367.0
5	chr21	22072764	23362875	8209.0
6	chr21	23362875	24696231	7310.0
7	chr21	24696231	26469122	12220.0
8	chr21	26469122	27271019	4103.0
9	chr21	27271019	29125226	11314.0
10	chr21	29125226	31197025	10946.0
11	chr21	31197025	32668642	7909.0
12	chr21	32668642	34376999	9084.0
13	chr21	34376999	35225465	3966.0
14	chr21	35225465	36524373	6973.0
15	chr21	36524373	37870779	8507.0
16	chr21	37870779	38711704	4790.0
17	chr21	38711704	40482902	9619.0
18	chr21	40482902	41389527	5772.0
19	chr21	41389527	43321528	12660.0
20	chr21	43321528	44506268	8906.0
21	chr21	44506268	46177105	10152.0
22	chr21	46177105	47492226	9115.0
23	chr21	47492226	48119752	4464.0
