	chr	start	stop	num_variants
0	chr18	10644	912486	6063.0
1	chr18	912486	1942911	5597.0
2	chr18	1942911	3891658	12381.0
3	chr18	3891658	5834180	12147.0
4	chr18	5834180	7090485	6977.0
5	chr18	7090485	8498931	8118.0
6	chr18	8498931	11075913	16525.0
7	chr18	11075913	11905440	5212.0
8	chr18	11905440	14440799	15454.0
9	chr18	14440799	19485844	7795.0
10	chr18	19485844	20649472	5445.0
11	chr18	20649472	22996651	11159.0
12	chr18	22996651	24026191	5159.0
13	chr18	24026191	25927682	9475.0
14	chr18	25927682	26875587	4521.0
15	chr18	26875587	27866478	5593.0
16	chr18	27866478	30264066	12309.0
17	chr18	30264066	31780067	6406.0
18	chr18	31780067	33861964	9813.0
19	chr18	33861964	35075250	5200.0
20	chr18	35075250	36365490	6143.0
21	chr18	36365490	37684367	5659.0
22	chr18	37684367	39892648	11242.0
23	chr18	39892648	42922106	15205.0
24	chr18	42922106	44299246	7389.0
25	chr18	44299246	45939732	8783.0
26	chr18	45939732	47730584	10050.0
27	chr18	47730584	51062185	19060.0
28	chr18	51062185	51554175	3518.0
29	chr18	51554175	55213838	16793.0
30	chr18	55213838	56530220	7841.0
31	chr18	56530220	57630483	7200.0
32	chr18	57630483	59020751	7908.0
33	chr18	59020751	60277715	7414.0
34	chr18	60277715	61820252	7843.0
35	chr18	61820252	63463402	9798.0
36	chr18	63463402	64252801	4551.0
37	chr18	64252801	66125817	11507.0
38	chr18	66125817	67175820	5940.0
39	chr18	67175820	68621179	8197.0
40	chr18	68621179	69621618	6527.0
41	chr18	69621618	71038474	9333.0
42	chr18	71038474	71971462	5956.0
43	chr18	71971462	73526987	8971.0
44	chr18	73526987	74813815	8904.0
45	chr18	74813815	75976317	8613.0
46	chr18	75976317	77149991	8557.0
47	chr18	77149991	78017158	5787.0
