	chr	start	stop	num_variants
0	chr1	10583	1892607	8635.0
1	chr1	1892607	3582736	11434.0
2	chr1	3582736	4380811	4978.0
3	chr1	4380811	5913893	10566.0
4	chr1	5913893	7247335	7481.0
5	chr1	7247335	9365199	10843.0
6	chr1	9365199	10806984	7463.0
7	chr1	10806984	11777841	5216.0
8	chr1	11777841	12779466	5556.0
9	chr1	12779466	14891511	10279.0
10	chr1	14891511	16897730	12233.0
11	chr1	16897730	18662899	10453.0
12	chr1	18662899	20469149	10709.0
13	chr1	20469149	21736588	6474.0
14	chr1	21736588	23086883	8501.0
15	chr1	23086883	23920590	3598.0
16	chr1	23920590	25516845	8050.0
17	chr1	25516845	27401867	7966.0
18	chr1	27401867	30161881	11892.0
19	chr1	30161881	32438685	13093.0
20	chr1	32438685	34799758	10196.0
21	chr1	34799758	37549183	12236.0
22	chr1	37549183	38731847	6180.0
23	chr1	38731847	40200567	7482.0
24	chr1	40200567	41975327	9227.0
25	chr1	41975327	43758457	8556.0
26	chr1	43758457	44969183	5292.0
27	chr1	44969183	46899501	8492.0
28	chr1	46899501	48002576	5948.0
29	chr1	48002576	48978188	4825.0
30	chr1	48978188	49894177	3376.0
31	chr1	49894177	51713726	6029.0
32	chr1	51713726	54226262	11920.0
33	chr1	54226262	56413117	12805.0
34	chr1	56413117	57021728	3514.0
35	chr1	57021728	58865399	10119.0
36	chr1	58865399	59890409	5512.0
37	chr1	59890409	61922365	9847.0
38	chr1	61922365	63455089	7885.0
39	chr1	63455089	65041704	8451.0
40	chr1	65041704	66939404	9123.0
41	chr1	66939404	68477895	7857.0
42	chr1	68477895	69687616	5968.0
43	chr1	69687616	71372470	7936.0
44	chr1	71372470	71684405	1411.0
45	chr1	71684405	74326907	11837.0
46	chr1	74326907	76728135	11598.0
47	chr1	76728135	79661198	15003.0
48	chr1	79661198	81354191	10253.0
49	chr1	81354191	83991748	14881.0
50	chr1	83991748	84844495	4189.0
51	chr1	84844495	86454751	8496.0
52	chr1	86454751	88128631	9188.0
53	chr1	88128631	90066303	9329.0
54	chr1	90066303	91886317	8566.0
55	chr1	91886317	93536459	8085.0
56	chr1	93536459	94506191	4752.0
57	chr1	94506191	96150893	8158.0
58	chr1	96150893	97885249	8789.0
59	chr1	97885249	99800604	9811.0
60	chr1	99800604	100826405	5253.0
61	chr1	100826405	102041016	6537.0
62	chr1	102041016	102898745	5545.0
63	chr1	102898745	103914211	5519.0
64	chr1	103914211	106087842	12729.0
65	chr1	106087842	108409665	11759.0
66	chr1	108409665	110303931	9078.0
67	chr1	110303931	111741737	7426.0
68	chr1	111741737	113273306	8198.0
69	chr1	113273306	114873845	7373.0
70	chr1	114873845	115880593	4894.0
71	chr1	115880593	118839067	14050.0
72	chr1	118839067	144977494	16357.0
73	chr1	144977494	148361253	10361.0
74	chr1	148361253	151538881	10561.0
75	chr1	151538881	153180829	8028.0
76	chr1	153180829	154770403	6751.0
77	chr1	154770403	156336133	5537.0
78	chr1	156336133	158027412	8915.0
79	chr1	158027412	159913048	11240.0
80	chr1	159913048	162346721	13207.0
81	chr1	162346721	165191702	15729.0
82	chr1	165191702	166460517	7097.0
83	chr1	166460517	169086324	15156.0
84	chr1	169086324	170557776	8544.0
85	chr1	170557776	173097907	12585.0
86	chr1	173097907	175089768	8987.0
87	chr1	175089768	177433381	11184.0
88	chr1	177433381	178944309	6930.0
89	chr1	178944309	178954470	53.0
90	chr1	178954470	181144121	12210.0
91	chr1	181144121	182755356	8424.0
92	chr1	182755356	184595513	9710.0
93	chr1	184595513	186810023	11552.0
94	chr1	186810023	188759945	11570.0
95	chr1	188759945	189904130	6688.0
96	chr1	189904130	191868930	9856.0
97	chr1	191868930	194107442	11577.0
98	chr1	194107442	196176201	11732.0
99	chr1	196176201	197311514	5045.0
100	chr1	197311514	199239884	8379.0
101	chr1	199239884	200137649	5192.0
102	chr1	200137649	201589975	8195.0
103	chr1	201589975	203334734	8347.0
104	chr1	203334734	204681068	7554.0
105	chr1	204681068	206073265	6881.0
106	chr1	206073265	208410364	10274.0
107	chr1	208410364	210787750	12982.0
108	chr1	210787750	212842330	11205.0
109	chr1	212842330	214578266	8977.0
110	chr1	214578266	216243634	9235.0
111	chr1	216243634	218705513	13769.0
112	chr1	218705513	219590571	4906.0
113	chr1	219590571	221858231	12209.0
114	chr1	221858231	222230220	1827.0
115	chr1	222230220	224938520	13077.0
116	chr1	224938520	226810860	9544.0
117	chr1	226810860	229156248	12145.0
118	chr1	229156248	230685255	8444.0
119	chr1	230685255	232090252	7822.0
120	chr1	232090252	233429284	8189.0
121	chr1	233429284	234599434	7599.0
122	chr1	234599434	235819436	6534.0
123	chr1	235819436	237555628	10611.0
124	chr1	237555628	238567807	6859.0
125	chr1	238567807	239925314	8558.0
126	chr1	239925314	240564091	4090.0
127	chr1	240564091	241582220	6064.0
128	chr1	241582220	242071602	2924.0
129	chr1	242071602	244109499	10725.0
130	chr1	244109499	245506746	8216.0
131	chr1	245506746	247344518	13352.0
132	chr1	247344518	249239466	11593.0
