	chr	start	stop	num_variants
0	chr19	80840	610729	3666.0
1	chr19	610729	2098396	10826.0
2	chr19	2098396	3019660	7132.0
3	chr19	3019660	4348967	8868.0
4	chr19	4348967	5811852	9724.0
5	chr19	5811852	6684885	5919.0
6	chr19	6684885	8347513	11700.0
7	chr19	8347513	9238393	5124.0
8	chr19	9238393	11284028	11627.0
9	chr19	11284028	13471127	11218.0
10	chr19	13471127	14486347	5440.0
11	chr19	14486347	15648610	7069.0
12	chr19	15648610	16374416	5563.0
13	chr19	16374416	18409862	12352.0
14	chr19	18409862	19877471	7199.0
15	chr19	19877471	20905757	6668.0
16	chr19	20905757	22732896	12352.0
17	chr19	22732896	23467746	5246.0
18	chr19	23467746	28557893	14138.0
19	chr19	28557893	29790947	8210.0
20	chr19	29790947	30727954	5896.0
21	chr19	30727954	32746520	9878.0
22	chr19	32746520	34262952	9200.0
23	chr19	34262952	36469295	12164.0
24	chr19	36469295	37527033	5140.0
25	chr19	37527033	40170619	13715.0
26	chr19	40170619	40984601	4797.0
27	chr19	40984601	42131573	6627.0
28	chr19	42131573	43862455	10055.0
29	chr19	43862455	44744108	4784.0
30	chr19	44744108	46102697	7894.0
31	chr19	46102697	47150082	6223.0
32	chr19	47150082	49282227	12425.0
33	chr19	49282227	51532567	13957.0
34	chr19	51532567	52985290	9478.0
35	chr19	52985290	54602362	13894.0
36	chr19	54602362	55728080	10141.0
37	chr19	55728080	57521335	12097.0
38	chr19	57521335	59118839	9261.0
