	chr	start	stop	num_variants
0	chr5	11940	982252	7222.0
1	chr5	982252	2132442	9136.0
2	chr5	2132442	3361941	9869.0
3	chr5	3361941	4632110	7703.0
4	chr5	4632110	5973233	8478.0
5	chr5	5973233	7143218	6954.0
6	chr5	7143218	8446336	8280.0
7	chr5	8446336	9718832	7975.0
8	chr5	9718832	11173271	8637.0
9	chr5	11173271	13464832	12524.0
10	chr5	13464832	14757804	6634.0
11	chr5	14757804	16963613	11172.0
12	chr5	16963613	18051592	5991.0
13	chr5	18051592	19917716	11319.0
14	chr5	19917716	22152073	11895.0
15	chr5	22152073	23494324	7358.0
16	chr5	23494324	26184851	15208.0
17	chr5	26184851	26857604	4041.0
18	chr5	26857604	27984513	5263.0
19	chr5	27984513	29714820	10086.0
20	chr5	29714820	31390249	10170.0
21	chr5	31390249	33500180	11818.0
22	chr5	33500180	35048970	8267.0
23	chr5	35048970	36433954	7189.0
24	chr5	36433954	38802410	11471.0
25	chr5	38802410	40287729	8479.0
26	chr5	40287729	41888710	8011.0
27	chr5	41888710	43983499	10493.0
28	chr5	43983499	50163398	16096.0
29	chr5	50163398	52134622	10042.0
30	chr5	52134622	53703044	8806.0
31	chr5	53703044	55417349	9716.0
32	chr5	55417349	56621102	6577.0
33	chr5	56621102	57340073	3655.0
34	chr5	57340073	58524622	6577.0
35	chr5	58524622	60935907	10431.0
36	chr5	60935907	61672995	3184.0
37	chr5	61672995	63218987	8070.0
38	chr5	63218987	63968304	3068.0
39	chr5	63968304	65911286	9179.0
40	chr5	65911286	67850860	10363.0
41	chr5	67850860	71240456	8002.0
42	chr5	71240456	73759326	11712.0
43	chr5	73759326	75798866	10631.0
44	chr5	75798866	77623332	9653.0
45	chr5	77623332	79393144	8855.0
46	chr5	79393144	80481471	6351.0
47	chr5	80481471	82025648	7068.0
48	chr5	82025648	83972689	9079.0
49	chr5	83972689	85767290	11542.0
50	chr5	85767290	87389991	7193.0
51	chr5	87389991	88891530	5830.0
52	chr5	88891530	90422654	6538.0
53	chr5	90422654	91840542	5669.0
54	chr5	91840542	93809984	6678.0
55	chr5	93809984	95963519	9706.0
56	chr5	95963519	97315601	8507.0
57	chr5	97315601	99260992	10521.0
58	chr5	99260992	101578769	12855.0
59	chr5	101578769	103320005	8931.0
60	chr5	103320005	104851483	7879.0
61	chr5	104851483	105893055	4477.0
62	chr5	105893055	107264196	7778.0
63	chr5	107264196	108633934	8041.0
64	chr5	108633934	110821144	11892.0
65	chr5	110821144	111981562	6822.0
66	chr5	111981562	113396285	9450.0
67	chr5	113396285	114830370	8100.0
68	chr5	114830370	115831047	7263.0
69	chr5	115831047	117346213	10142.0
70	chr5	117346213	118608820	7634.0
71	chr5	118608820	119669042	6286.0
72	chr5	119669042	120452166	5007.0
73	chr5	120452166	122556905	12546.0
74	chr5	122556905	123798100	6245.0
75	chr5	123798100	125785649	12001.0
76	chr5	125785649	127344604	8458.0
77	chr5	127344604	129519025	11338.0
78	chr5	129519025	132139649	10829.0
79	chr5	132139649	134777401	12361.0
80	chr5	134777401	136376050	8214.0
81	chr5	136376050	139265072	11604.0
82	chr5	139265072	140645971	5615.0
83	chr5	140645971	142981248	12006.0
84	chr5	142981248	144943354	9616.0
85	chr5	144943354	147181998	10867.0
86	chr5	147181998	148662624	7934.0
87	chr5	148662624	150561298	9997.0
88	chr5	150561298	152867774	12186.0
89	chr5	152867774	153773088	4891.0
90	chr5	153773088	155373505	8539.0
91	chr5	155373505	156628700	6813.0
92	chr5	156628700	158825698	10949.0
93	chr5	158825698	159973944	6313.0
94	chr5	159973944	161482133	7924.0
95	chr5	161482133	162743908	6497.0
96	chr5	162743908	163771582	5495.0
97	chr5	163771582	165642395	9398.0
98	chr5	165642395	166847740	5697.0
99	chr5	166847740	168525318	8798.0
100	chr5	168525318	169505664	5427.0
101	chr5	169505664	171074292	8259.0
102	chr5	171074292	172678327	8640.0
103	chr5	172678327	173642871	5580.0
104	chr5	173642871	175450595	10339.0
105	chr5	175450595	177251507	8269.0
106	chr5	177251507	178413464	8106.0
107	chr5	178413464	179401244	6222.0
108	chr5	179401244	180559933	8085.0
109	chr5	180559933	180885156	1313.0
