	chr	start	stop	num_variants
0	chr16	60054	1207206	9167.0
1	chr16	1207206	2764829	10907.0
2	chr16	2764829	4001196	7237.0
3	chr16	4001196	5118345	7078.0
4	chr16	5118345	5891580	7086.0
5	chr16	5891580	6893551	9680.0
6	chr16	6893551	7529121	7549.0
7	chr16	7529121	8338519	8095.0
8	chr16	8338519	9799419	11851.0
9	chr16	9799419	10426032	4611.0
10	chr16	10426032	11520161	7839.0
11	chr16	11520161	12613098	7676.0
12	chr16	12613098	13154437	5669.0
13	chr16	13154437	14464002	8066.0
14	chr16	14464002	16154060	7015.0
15	chr16	16154060	17644749	7100.0
16	chr16	17644749	18643607	4400.0
17	chr16	18643607	20150571	8168.0
18	chr16	20150571	22448904	9360.0
19	chr16	22448904	24136875	8502.0
20	chr16	24136875	25986862	10669.0
21	chr16	25986862	27445755	9514.0
22	chr16	27445755	29036613	5882.0
23	chr16	29036613	31382943	7887.0
24	chr16	31382943	46399473	14778.0
25	chr16	46399473	49007926	9232.0
26	chr16	49007926	52035823	14994.0
27	chr16	52035823	53382572	6796.0
28	chr16	53382572	55903774	14991.0
29	chr16	55903774	57664330	10023.0
30	chr16	57664330	59045405	9278.0
31	chr16	59045405	60745694	9323.0
32	chr16	60745694	62229849	6819.0
33	chr16	62229849	63691589	7193.0
34	chr16	63691589	65938566	12142.0
35	chr16	65938566	68841363	12605.0
36	chr16	68841363	71054028	10762.0
37	chr16	71054028	72935150	8750.0
38	chr16	72935150	74971503	11866.0
39	chr16	74971503	75977954	6008.0
40	chr16	75977954	77523678	10485.0
41	chr16	77523678	78456292	8626.0
42	chr16	78456292	79134815	7796.0
43	chr16	79134815	80297374	9353.0
44	chr16	80297374	81772536	11971.0
45	chr16	81772536	82747728	8740.0
46	chr16	82747728	83477208	7028.0
47	chr16	83477208	84445883	8960.0
48	chr16	84445883	85148685	6433.0
49	chr16	85148685	86156599	7455.0
50	chr16	86156599	86815411	5974.0
51	chr16	86815411	87647349	6156.0
52	chr16	87647349	89041165	11708.0
53	chr16	89041165	90292812	8533.0
