	chr	start	stop	num_variants
0	chr9	10023	1079707	8896.0
1	chr9	1079707	1916877	6872.0
2	chr9	1916877	3190064	9305.0
3	chr9	3190064	4495328	8700.0
4	chr9	4495328	4884926	2909.0
5	chr9	4884926	6557589	8976.0
6	chr9	6557589	7154923	4781.0
7	chr9	7154923	8456299	9749.0
8	chr9	8456299	9166403	5385.0
9	chr9	9166403	10879253	12848.0
10	chr9	10879253	12276489	11148.0
11	chr9	12276489	14836363	16605.0
12	chr9	14836363	16659655	11097.0
13	chr9	16659655	18661051	13661.0
14	chr9	18661051	20463534	10943.0
15	chr9	20463534	22206559	9935.0
16	chr9	22206559	24158518	11606.0
17	chr9	24158518	25330810	7619.0
18	chr9	25330810	26111757	4777.0
19	chr9	26111757	28224283	12803.0
20	chr9	28224283	28811584	3924.0
21	chr9	28811584	30387392	10073.0
22	chr9	30387392	31310383	6272.0
23	chr9	31310383	32019368	4682.0
24	chr9	32019368	33578334	9089.0
25	chr9	33578334	34642243	5358.0
26	chr9	34642243	36743283	9834.0
27	chr9	36743283	38641599	9641.0
28	chr9	38641599	65472190	11570.0
29	chr9	65472190	72512711	15650.0
30	chr9	72512711	72753755	1238.0
31	chr9	72753755	74253040	7905.0
32	chr9	74253040	76203946	9021.0
33	chr9	76203946	76973081	3452.0
34	chr9	76973081	78900183	10833.0
35	chr9	78900183	79471208	3791.0
36	chr9	79471208	81079055	9414.0
37	chr9	81079055	82590928	8038.0
38	chr9	82590928	84211233	10711.0
39	chr9	84211233	85440801	5661.0
40	chr9	85440801	86938196	7809.0
41	chr9	86938196	88109333	6722.0
42	chr9	88109333	88590417	2053.0
43	chr9	88590417	90136246	8338.0
44	chr9	90136246	92528698	14210.0
45	chr9	92528698	94167203	9187.0
46	chr9	94167203	96671698	14339.0
47	chr9	96671698	98922040	11506.0
48	chr9	98922040	101592859	13611.0
49	chr9	101592859	104624437	14539.0
50	chr9	104624437	105967976	9473.0
51	chr9	105967976	107581749	9862.0
52	chr9	107581749	109298754	9388.0
53	chr9	109298754	110695062	7821.0
54	chr9	110695062	112778024	12565.0
55	chr9	112778024	114831082	12396.0
56	chr9	114831082	115693145	4478.0
57	chr9	115693145	117019801	7396.0
58	chr9	117019801	117921960	5078.0
59	chr9	117921960	121321537	17899.0
60	chr9	121321537	122260297	4357.0
61	chr9	122260297	124871322	11698.0
62	chr9	124871322	126971887	10650.0
63	chr9	126971887	129059665	9956.0
64	chr9	129059665	130055510	4551.0
65	chr9	130055510	132165470	9705.0
66	chr9	132165470	133223217	6202.0
67	chr9	133223217	134127888	5317.0
68	chr9	134127888	135298842	6177.0
69	chr9	135298842	137041122	11919.0
70	chr9	137041122	137589364	3395.0
71	chr9	137589364	138938978	10471.0
72	chr9	138938978	139500342	3597.0
73	chr9	139500342	141144796	8962.0
