	chr	start	stop	num_variants
0	chr14	19002084	21589402	12780.0
1	chr14	21589402	23018665	9466.0
2	chr14	23018665	24905123	10176.0
3	chr14	24905123	26135686	7371.0
4	chr14	26135686	28466533	12159.0
5	chr14	28466533	29972145	6858.0
6	chr14	29972145	32383265	11772.0
7	chr14	32383265	34846251	14070.0
8	chr14	34846251	35859593	6292.0
9	chr14	35859593	38667725	12765.0
10	chr14	38667725	40341990	8279.0
11	chr14	40341990	41615502	8562.0
12	chr14	41615502	43137389	8721.0
13	chr14	43137389	44543227	8999.0
14	chr14	44543227	46081896	7484.0
15	chr14	46081896	46749130	4002.0
16	chr14	46749130	48573586	9935.0
17	chr14	48573586	49005471	2559.0
18	chr14	49005471	50507760	7782.0
19	chr14	50507760	51493572	5067.0
20	chr14	51493572	53474383	11596.0
21	chr14	53474383	53997831	2781.0
22	chr14	53997831	55233681	5863.0
23	chr14	55233681	56216880	5637.0
24	chr14	56216880	57481262	7400.0
25	chr14	57481262	59448336	9971.0
26	chr14	59448336	61680424	10207.0
27	chr14	61680424	63790015	12022.0
28	chr14	63790015	65220298	6995.0
29	chr14	65220298	66399555	6625.0
30	chr14	66399555	67992317	8640.0
31	chr14	67992317	71131957	16173.0
32	chr14	71131957	72889615	10010.0
33	chr14	72889615	76444767	18115.0
34	chr14	76444767	77229472	4484.0
35	chr14	77229472	78561945	8133.0
36	chr14	78561945	80186579	8451.0
37	chr14	80186579	81579714	7668.0
38	chr14	81579714	83138097	8317.0
39	chr14	83138097	84241633	5918.0
40	chr14	84241633	85746319	8726.0
41	chr14	85746319	86647002	4970.0
42	chr14	86647002	87635341	5547.0
43	chr14	87635341	89497643	10008.0
44	chr14	89497643	91296860	9534.0
45	chr14	91296860	93132299	10557.0
46	chr14	93132299	94325285	6189.0
47	chr14	94325285	95750867	9163.0
48	chr14	95750867	96262415	3845.0
49	chr14	96262415	98341162	11583.0
50	chr14	98341162	99138532	5382.0
51	chr14	99138532	101534307	12813.0
52	chr14	101534307	103012102	7916.0
53	chr14	103012102	105001723	11784.0
54	chr14	105001723	106340358	8599.0
55	chr14	106340358	107289454	8260.0
